Education,Religious
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
Less than HS,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
High School,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Bachelor,Moderate
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
Less than HS,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
High School,Liberal
